label,message,char_count,word_count,cleaned
safe,Kaiez... Enjoy ur tuition... Gee... Thk e second option sounds beta... I'll go yan jiu den msg u...,99,18,kaiez enjoy ur tuition gee thk e second option sound beta ill go yan jiu den msg u
safe,You have registered Sinco as Payee. Log in at icicibank.com and enter URN  &lt;#&gt;  to confirm. Beware of frauds. Do NOT share or disclose URN to anyone.,155,27,regist sinco paye log icicibankcom enter urn ltgt confirm bewar fraud share disclos urn anyon
safe,cool. We will have fun practicing making babies!,48,8,cool fun practic make babi
safe,Actually getting ready to leave the house.,42,7,actual get readi leav hous
safe,K..k..any special today?,24,3,kkani special today
spam,"URGENT, IMPORTANT INFORMATION FOR O2 USER. TODAY IS YOUR LUCKY DAY! 2 FIND OUT WHY LOG ONTO HTTP://WWW.URAWINNER.COM THERE IS A FANTASTIC SURPRISE AWAITING FOR YOU",163,26,urgent import inform user today lucki day find log onto httpwwwurawinnercom fantast surpris await
safe,Then we gotta do it after that,30,7,gotta
safe,"I've got ten bucks, jay is being noncomittal",44,8,ive got ten buck jay noncomitt
safe,Where at were hungry too,24,5,hungri
safe,Pls speak to that customer machan.,34,6,pl speak custom machan
safe,somewhere out there beneath the pale moon light someone think in of u some where out there where dreams come true... goodnite &amp; sweet dreams,144,25,somewher beneath pale moon light someon think u dream come true goodnit amp sweet dream
safe,"Wen ur lovable bcums angry wid u, dnt take it seriously.. Coz being angry is d most childish n true way of showing deep affection, care n luv!.. kettoda manda... Have nice day da.",179,34,wen ur lovabl bcum angri wid u dnt take serious coz angri childish n true way show deep affect care n luv kettoda manda nice day da
spam,Dear U've been invited to XCHAT. This is our final attempt to contact u! Txt CHAT to 86688 150p/MsgrcvdHG/Suite342/2Lands/Row/W1J6HL LDN 18 yrs,143,22,dear uve invit xchat final attempt contact u txt chat pmsgrcvdhgsuitelandsrowwjhl ldn yr
safe,So wats ur opinion abt him and how abt is character?,52,11,wat ur opinion abt abt charact
safe,Jay is snickering and tells me that x is totally fucking up the chords as we speak,82,17,jay snicker tell x total fuck chord speak
safe,No..few hours before.went to hair cut .,39,7,nofew hour beforew hair cut
safe,No wonder... Cos i dun rem seeing a silver car... But i thk i saw a black one...,80,18,wonder co dun rem see silver car thk saw black one
safe,Lmao. Take a pic and send it to me.,35,9,lmao take pic send
safe,"\Speak only when you feel your words are better than the silence...\"" Gud mrng:-)""",82,14,speak feel word better silenc gud mrng
safe,No. She's currently in scotland for that.,41,7,she current scotland
safe,Do you work all this week ?,27,7,work week
spam,Congratulations ur awarded either å£500 of CD gift vouchers & Free entry 2 our å£100 weekly draw txt MUSIC to 87066 TnCs www.Ldew.com 1 win150ppmx3age16,152,25,congratul ur award either cd gift voucher free entri weekli draw txt music tnc wwwldewcom winppmxag
safe,Lol great now im getting hungry.,32,6,lol great im get hungri
safe,Yes.. now only saw your message..,33,6,ye saw messag
safe,I'll be at mu in like  &lt;#&gt;  seconds,41,8,ill mu like ltgt second
safe,Ok...,5,1,ok
safe,THING R GOOD THANX GOT EXAMS IN MARCH IVE DONE NO REVISION? IS FRAN STILL WITH BOYF? IVE GOTTA INTERVIW 4 EXETER BIT WORRIED!x,126,24,thing r good thanx got exam march ive done revis fran still boyf ive gotta interviw exet bit worriedx
safe,"Tell you what, if you make a little spreadsheet and track whose idea it was to smoke to determine who \smokes too much\"" for the entire month of february",153,29,tell make littl spreadsheet track whose idea smoke determin smoke much entir month februari
spam,For sale - arsenal dartboard. Good condition but no doubles or trebles!,71,12,sale arsen dartboard good condit doubl trebl
safe,Don't look back at the building because you have no coat and i don't want you to get more sick. Just hurry home and wear a coat to the gym!!!,141,30,dont look back build coat dont want get sick hurri home wear coat gym
safe,"My painful personal thought- \I always try to keep everybody happy all the time. But nobody recognises me when i am alone\""""",124,22,pain person thought alway tri keep everybodi happi time nobodi recognis alon
safe,Thanks for ve lovely wisheds. You rock,38,7,thank love wish rock
safe,You intrepid duo you! Have a great time and see you both soon. ,63,13,intrepid duo great time see soon
safe,I asked sen to come chennai and search for job.,47,10,ask sen come chennai search job
safe,Dad went out oredi... ,22,4,dad went oredi
safe,"I jus hope its true that  missin me cos i'm really missin him! You haven't done anything to feel guilty about, yet.",115,22,ju hope true missin co im realli missin havent done anyth feel guilti yet
safe,Wat so late still early mah. Or we juz go 4 dinner lor. Aiya i dunno...,71,16,wat late still earli mah juz go dinner lor aiya dunno
safe,"Arms fine, how's Cardiff and uni? ",34,6,arm fine how cardiff uni
safe,In fact when do you leave? I think addie goes back to school tues or wed,72,16,fact leav think addi goe back school tue wed
safe,"Cool breeze... Bright sun... Fresh flower... Twittering birds... All these waiting to wish u: \GOODMORNING &amp; HAVE A NICE DAY\"" :)""",134,21,cool breez bright sun fresh flower twitter bird wait wish u goodmorn amp nice day
safe,Ya:)going for restaurant..,26,3,yago restaur
safe,"Its ok., i just askd did u knw tht no?",38,10,ok askd u knw tht
spam,Free 1st week entry 2 TEXTPOD 4 a chance 2 win 40GB iPod or å£250 cash every wk. Txt POD to 84128 Ts&Cs www.textpod.net custcare 08712405020.,141,26,free st week entri textpod chanc win gb ipod cash everi wk txt pod tsc wwwtextpodnet custcar
safe,Those ducking chinchillas,25,3,duck chinchilla
safe,I am in a marriage function,27,6,marriag function
safe,Looks like u wil b getting a headstart im leaving here bout 2.30ish but if u r desperate for my company I could head in earlier-we were goin to meet in rummer.,159,32,look like u wil b get headstart im leav bout ish u r desper compani could head earlierw goin meet rummer
safe,Don‰Û÷t give a flying monkeys wot they think and I certainly don‰Û÷t mind. Any friend of mine and all that!,107,20,dont give fli monkey wot think certainli dont mind friend mine
spam,As a registered optin subscriber ur draw 4 å£100 gift voucher will be entered on receipt of a correct ans to 80062 Whats No1 in the BBC charts,142,28,regist optin subscrib ur draw gift voucher enter receipt correct an what bbc chart
safe,say thanks2. ,13,2,say thank
safe,Msg me when rajini comes.,25,5,msg rajini come
safe,Ya! when are Ì_ taking ure practical lessons? I start in june..  ,65,12,ya take ure practic lesson start june
safe,"That's good, because I need drugs",33,6,that good need drug
safe,Stupid.its not possible,23,3,stupidit possibl
safe,Can Ì_ all decide faster cos my sis going home liao..,53,11,decid faster co si go home liao
spam,Summers finally here! Fancy a chat or flirt with sexy singles in yr area? To get MATCHED up just reply SUMMER now. Free 2 Join. OptOut txt STOP Help08714742804,159,29,summer final fanci chat flirt sexi singl yr area get match repli summer free join optout txt stop help
safe,U sleeping now.. Or you going to take? Haha.. I got spys wat.. Me online checking n replying mails lor..,104,20,u sleep go take haha got spi wat onlin check n repli mail lor
spam,CLAIRE here am havin borin time & am now alone U wanna cum over 2nite? Chat now 09099725823 hope 2 C U Luv CLAIRE xx Callså£1/minmoremobsEMSPOBox45PO139WA,154,26,clair havin borin time alon u wanna cum nite chat hope c u luv clair xx callsminmoremobsemspoboxpowa
safe,"Fighting with the world is easy, u either win or lose bt fightng with some1 who is close to u is dificult if u lose - u lose if u win - u still lose.",149,35,fight world easi u either win lose bt fightng close u dificult u lose u lose u win u still lose
spam,Bought one ringtone and now getting texts costing 3 pound offering more tones etc,81,14,bought one rington get text cost pound offer tone etc
safe,"Yalru lyfu astne chikku.. Bt innu mundhe lyf ali halla ke bilo (marriage)program edhae, so lyf is nt yet ovr chikku..ali vargu lyfu meow meow:-D",144,25,yalru lyfu astn chikku bt innu mundh lyf ali halla ke bilo marriageprogram edha lyf nt yet ovr chikkuali vargu lyfu meow meowd
safe,Kinda. First one gets in at twelve! Aah. Speak tomo,51,10,kinda first one get twelv aah speak tomo
spam,"09066362231 URGENT! Your mobile No 07xxxxxxxxx won a å£2,000 bonus caller prize on 02/06/03! this is the 2nd attempt to reach YOU! call 09066362231 ASAP!",153,25,urgent mobil xxxxxxxxx bonu caller prize nd attempt reach call asap
safe,Ok good then i later come find Ì_... C lucky i told Ì_ to go earlier... Later pple take finish Ì_ no more again...,114,24,ok good later come find c lucki told go earlier later pple take finish
safe,Wat makes u thk i'll fall down. But actually i thk i'm quite prone 2 falls. Lucky my dad at home i ask him come n fetch me already.,131,29,wat make u thk ill fall actual thk im quit prone fall lucki dad home ask come n fetch alreadi
spam,"YOU 07801543489 are guaranteed the latests Nokia Phone, a 40GB iPod MP3 player or a å£500 prize! Txt word:COLLECT to No:83355! TC-LLC NY-USA 150p/Mt msgrcvd18+",159,25,guarante latest nokia phone gb ipod mp player prize txt wordcollect tcllc nyusa pmt msgrcvd
safe,Your account has been refilled successfully by INR  &lt;DECIMAL&gt; . Your KeralaCircle prepaid account balance is Rs  &lt;DECIMAL&gt; . Your Transaction ID is KR &lt;#&gt; .,174,26,account refil success inr ltdecimalgt keralacircl prepaid account balanc rs ltdecimalgt transact id kr ltgt
safe,I wont touch you with out your permission.,42,8,wont touch permiss
spam,Hi its LUCY Hubby at meetins all day Fri & I will B alone at hotel U fancy cumin over? Pls leave msg 2day 09099726395 Lucy x Callså£1/minMobsmoreLKPOBOX177HP51FL,161,28,hi luci hubbi meetin day fri b alon hotel u fanci cumin pl leav msg day luci x callsminmobsmorelkpoboxhpfl
safe,"7 wonders in My WORLD 7th You 6th Ur style 5th Ur smile 4th Ur Personality 3rd Ur Nature 2nd Ur SMS and 1st \Ur Lovely Friendship\""... good morning dear""",153,30,wonder world th th ur style th ur smile th ur person rd ur natur nd ur sm st ur love friendship good morn dear
safe,Take some small dose tablet for fever,37,7,take small dose tablet fever
safe,Oh. U must have taken your REAL Valentine out shopping first.,61,11,oh u must taken real valentin shop first
safe,"Just sent you an email ‰ÛÒ to an address with incomm in it, is that right?",74,16,sent email address incomm right
safe,"Will do, you gonna be at blake's all night? I might be able to get out of here a little early",93,21,gonna blake night might abl get littl earli
safe,"Friendship is not a game to play, It is not a word to say, It doesn\'t start on March and ends on May, It is tomorrow, yesterday, today and e",141,30,friendship game play word say doesnt start march end may tomorrow yesterday today e
safe,"Nice. Wait...should you be texting right now? I'm not gonna pay your ticket, ya know!",85,15,nice waitshould text right im gonna pay ticket ya know
safe,I'm watching lotr w my sis dis aft. So u wan 2 meet me 4 dinner at nite a not?,78,20,im watch lotr w si di aft u wan meet dinner nite
safe,Why you keeping me away like this,33,7,keep away like
safe,I think its far more than that but find out. Check google maps for a place from your dorm.,90,19,think far find check googl map place dorm
safe,My trip was ok but quite tiring lor. Uni starts today but it's ok 4 me cos i'm not taking any modules but jus concentrating on my final yr project.,147,30,trip ok quit tire lor uni start today ok co im take modul ju concentr final yr project
safe,Have you always been saying welp?,33,6,alway say welp
safe,"I'm a guy, browsin is compulsory",32,6,im guy browsin compulsori
safe,Ok...,5,1,ok
safe,Purity of friendship between two is not about smiling after reading the forwarded message..Its about smiling just by seeing the name. Gud evng musthu,149,24,puriti friendship two smile read forward messageit smile see name gud evng musthu
safe,"Sorry, I'll call later",22,4,sorri ill call later
safe,"(I should add that I don't really care and if you can't I can at least get this dude to fuck off but hey, your money if you want it)",132,30,add dont realli care cant least get dude fuck hey money want
safe,"Hello lover! How goes that new job? Are you there now? Are you happy? Do you think of me? I wake, my slave and send you a teasing kiss from across the sea",154,33,hello lover goe new job happi think wake slave send teas kiss across sea
safe,I told your number to gautham..,31,6,told number gautham
safe,Tell them no need to investigate about me anywhere.,51,9,tell need investig anywher
safe,Ok i juz receive..,18,4,ok juz receiv
safe,"Cant believe i said so many things to you this morning when all i really wanted to say was good morning, i love you! Have a beautiful morning. See you in the library later.",172,34,cant believ said mani thing morn realli want say good morn love beauti morn see librari later
spam,"Your account has been credited with 500 FREE Text Messages. To activate, just txt the word: CREDIT to No: 80488 T&Cs www.80488.biz",130,22,account credit free text messag activ txt word credit tc wwwbiz
safe,In the end she might still vomit but its okay. Not everything will come out.,76,15,end might still vomit okay everyth come
safe,How are you with moneY...as in to you...money aint a thing....how are you sha!,78,14,moneya youmoney aint thinghow sha
safe,It has everything to do with the weather. Keep extra warm. Its a cold but nothing serious. Pls lots of vitamin c,112,22,everyth weather keep extra warm cold noth seriou pl lot vitamin c
safe,Hey gals.. Anyone of u going down to e driving centre tmr?,58,12,hey gal anyon u go e drive centr tmr
safe,I'm always on yahoo messenger now. Just send the message to me and i.ll get it you may have to send it in the mobile mode sha but i.ll get it. And will reply.,158,34,im alway yahoo messeng send messag ill get may send mobil mode sha ill get repli
safe,I'm putting it on now. It should be ready for  &lt;TIME&gt; ,60,11,im put readi lttimegt
safe,"Time n Smile r the two crucial things in our life. Sometimes time makes us to forget smile, and sometimes someone's smile makes us to forget time gud noon",154,29,time n smile r two crucial thing life sometim time make us forget smile sometim someon smile make us forget time gud noon
spam,"SMS. ac JSco: Energy is high, but u may not know where 2channel it. 2day ur leadership skills r strong. Psychic? Reply ANS w/question. End? Reply END JSCO",154,28,sm ac jsco energi high u may know channel day ur leadership skill r strong psychic repli an wquestion end repli end jsco
safe,Host-based IDPS for linux systems.,34,5,hostbas idp linux system
spam,"HOT LIVE FANTASIES call now 08707509020 Just 20p per min NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870 is a national rate call",122,24,hot live fantasi call p per min ntt ltd po box croydon cr wb nation rate call
safe,Don no da:)whats you plan?,26,5,dawhat plan
safe,Ill be there on  &lt;#&gt;  ok.,31,6,ill ltgt ok
safe,Oh my God. I'm almost home,26,6,oh god im almost home
safe,Total video converter free download type this in google search:),64,10,total video convert free download type googl search
spam,Thanks for the Vote. Now sing along with the stars with Karaoke on your mobile. For a FREE link just reply with SING now.,121,24,thank vote sing along star karaok mobil free link repli sing
safe,"Wen ur lovable bcums angry wid u, dnt take it seriously.. Coz being angry is d most childish n true way of showing deep affection, care n luv!.. kettoda manda... Have nice day da.",179,34,wen ur lovabl bcum angri wid u dnt take serious coz angri childish n true way show deep affect care n luv kettoda manda nice day da
safe,Sounds like something that someone testing me would sayy,56,9,sound like someth someon test would sayi
safe,When u love someone Dont make them to love u as much as u do. But Love them so much that they dont want to be loved by anyone except you... Gud nit.,148,33,u love someon dont make love u much u love much dont want love anyon except gud nit
safe,"Pete,is this your phone still? Its Jenny from college and Leanne.what are you up to now?:)",90,16,petei phone still jenni colleg leannewhat
safe,Oops sorry. Just to check that you don't mind picking me up tomo at half eight from station. Would that be ok?,110,22,oop sorri check dont mind pick tomo half eight station would ok
safe,"Hey sweet, I was wondering when you had a moment if you might come to me ? I want to send a file to someone but it won't go over yahoo for them because their connection sucks, remember when you set up that page for me to go to and download the format disc ? Could you tell me how to do that ? Or do you know some other way to download big files ? Because they can download stuff directly from the internet. Any help would be great, my prey ... *teasing kiss*",458,95,hey sweet wonder moment might come want send file someon wont go yahoo connect suck rememb set page go download format disc could tell know way download big file download stuff directli internet help would great prey teas kiss
safe,Hows the champ just leaving glasgow!,36,6,how champ leav glasgow
safe,K:)all the best:)congrats...,28,3,kall bestcongrat
safe,I wonder if you'll get this text?,33,7,wonder youll get text
safe,I need to come home and give you some good lovin...,51,11,need come home give good lovin
spam,Our brand new mobile music service is now live. The free music player will arrive shortly. Just install on your phone to browse content from the top artists.,157,28,brand new mobil music servic live free music player arriv shortli instal phone brows content top artist
safe,Shall i ask one thing if you dont mistake me.,45,10,shall ask one thing dont mistak
safe,Check wid corect speling i.e. Sarcasm,37,6,check wid corect spele ie sarcasm
spam,"URGENT! Your Mobile No was awarded a å£2,000 Bonus Caller Prize on 1/08/03! This is our 2nd attempt to contact YOU! Call 0871-4719-523 BOX95QU BT National Rate",159,27,urgent mobil award bonu caller prize nd attempt contact call boxqu bt nation rate
safe,Are you angry with me. What happen dear,39,8,angri happen dear
safe,I thk u dun haf 2 hint in e forum already lor... Cos i told ron n darren is going 2 tell shuhui.,96,23,thk u dun haf hint e forum alreadi lor co told ron n darren go tell shuhui
safe,Yup ok thanx...,15,3,yup ok thanx
safe,Hi:)cts employee how are you?,29,5,hict employe
safe,Pls pls find out from aunt nike.,32,7,pl pl find aunt nike
safe,"Wow ... I love you sooo much, you know ? I can barely stand it ! I wonder how your day goes and if you are well, my love ... I think of you and miss you",152,37,wow love sooo much know bare stand wonder day goe well love think miss
safe,No screaming means shouting..,29,4,scream mean shout
safe,Hey what happen de. Are you alright.,36,7,hey happen de alright
safe,Should I have picked up a receipt or something earlier,54,10,pick receipt someth earlier
safe,I think chennai well settled?,29,5,think chennai well settl
safe,Oh dang! I didn't mean o send that to you! Lol!,47,11,oh dang didnt mean send lol
safe,Unfortunately i've just found out that we have to pick my sister up from the airport that evening so don't think i'll be going out at all. We should try to go out one of th,172,36,unfortun ive found pick sister airport even dont think ill go tri go one th
safe,Horrible bf... I now v hungry...,32,6,horribl bf v hungri
safe,Remember on that day..,22,4,rememb day
spam,You have won a Nokia 7250i. This is what you get when you win our FREE auction. To take part send Nokia to 86021 now. HG/Suite342/2Lands Row/W1JHL 16+,150,28,nokia get win free auction take part send nokia hgsuiteland rowwjhl
safe,How's it feel? Mr. Your not my real Valentine just my yo Valentine even tho u hardly play!!,91,18,how feel mr real valentin yo valentin even tho u hardli play
safe,All sounds good. Fingers . Makes it difficult to type,53,10,sound good finger make difficult type
safe,Midnight at the earliest,24,4,midnight earliest
safe,You're not sure that I'm not trying to make xavier smoke because I don't want to smoke after being told I smoke too much?,121,24,your sure im tri make xavier smoke dont want smoke told smoke much
safe,K come to nordstrom when you're done,36,7,k come nordstrom your done
safe,Do u konw waht is rael FRIENDSHIP Im gving yuo an exmpel: Jsut ese tihs msg.. Evrey splleing of tihs msg is wrnog.. Bt sitll yuo can raed it wihtuot ayn mitsake.. GOODNIGHT &amp; HAVE A NICE SLEEP..SWEET DREAMS..,212,39,u konw waht rael friendship im gving yuo exmpel jsut ese tih msg evrey splle tih msg wrnog bt sitll yuo ra wihtuot ayn mitsak goodnight amp nice sleepsweet dream
safe,Now press conference da:),25,4,press confer da
spam,"Hello from Orange. For 1 month's free access to games, news and sport, plus 10 free texts and 20 photo messages, reply YES. Terms apply: www.orange.co.uk/ow",156,26,hello orang month free access game news sport plu free text photo messag repli ye term appli wwworangecoukow
safe,After completed degree. There is no use in joining finance.,59,10,complet degre use join financ
safe,"Good afternoon, my love ! Any job prospects ? Are you missing me ? What do you do ? Are you being lazy and bleak, hmmm ? Or happy and filled with my love ?",155,35,good afternoon love job prospect miss lazi bleak hmmm happi fill love
safe,Shant disturb u anymore... Jia you...,37,6,shant disturb u anymor jia
safe,Bishan lar nearer... No need buy so early cos if buy now i gotta park my car...,79,17,bishan lar nearer need buy earli co buy gotta park car
safe,"Me, i dont know again oh",24,6,dont know oh
safe,Dude sux for snake. He got old and raiden got buff,50,11,dude sux snake got old raiden got buff
safe,He says hi and to get your ass back to south tampa (preferably at a kegger),75,16,say hi get ass back south tampa prefer kegger
safe,In e msg jus now. U said thanks for gift.,41,10,e msg ju u said thank gift
safe,U too...,8,2,u
safe,Ok how you dear. Did you call chechi,36,8,ok dear call chechi
safe,Yeah we do totes. When u wanna?,31,7,yeah tote u wanna
safe,Ok i found dis pierre cardin one which looks normal costs 20 its on sale.,73,15,ok found di pierr cardin one look normal cost sale
safe,Good sleep is about rhythm. The person has to establish a rhythm that the body will learn and use. If you want to know more :-),127,26,good sleep rhythm person establish rhythm bodi learn use want know
safe,Wat r u doing?,14,4,wat r u
safe,Message from . I am at Truro Hospital on ext. You can phone me here. as I have a phone by my side,97,23,messag truro hospit ext phone phone side
safe,"Single line with a big meaning::::: \Miss anything 4 ur \""Best Life\"" but",73,13,singl line big mean miss anyth ur best life
safe,"Just got some gas money, any chance you and the gang want to go on a grand nature adventure?",92,19,got ga money chanc gang want go grand natur adventur
safe,Dnt worry...use ice pieces in a cloth pack.also take 2 tablets.,63,11,dnt worryus ice piec cloth packalso take tablet
safe,Dude just saw a parked car with its sunroof popped up. Sux,58,12,dude saw park car sunroof pop sux
safe,Get ready to put on your excellent sub face :),46,10,get readi put excel sub face
safe,Tmrw. Im finishing 9 doors,26,5,tmrw im finish door
safe,"The  &lt;#&gt; g that i saw a few days ago, the guy wants sell wifi only for  &lt;#&gt;  and with 3g for  &lt;#&gt; . That's why i blanked him.",143,29,ltgt g saw day ago guy want sell wifi ltgt g ltgt that blank
safe,I am late. I will be there at,29,8,late
safe,"whatever, im pretty pissed off.",31,5,whatev im pretti piss
safe,Today is ACCEPT DAY..U Accept me as? Brother Sister Lover Dear1 Best1 Clos1 Lvblefrnd Jstfrnd Cutefrnd Lifpartnr Belovd Swtheart Bstfrnd No rply means enemy,156,24,today accept dayu accept brother sister lover dear best clo lvblefrnd jstfrnd cutefrnd lifpartnr belovd swtheart bstfrnd rpli mean enemi
safe,I dont have that much image in class.,37,8,dont much imag class
safe,No:-)i got rumour that you going to buy apartment in chennai:-),63,11,noi got rumour go buy apart chennai
safe,Near kalainar tv office.thenampet,33,4,near kalainar tv officethenampet
spam,Ur cash-balance is currently 500 pounds - to maximize ur cash-in now send GO to 86688 only 150p/msg. CC 08718720201 HG/Suite342/2Lands Row/W1J6HL,145,22,ur cashbal current pound maxim ur cashin send go pmsg cc hgsuiteland rowwjhl
spam,SMS AUCTION - A BRAND NEW Nokia 7250 is up 4 auction today! Auction is FREE 2 join & take part! Txt NOKIA to 86021 now! HG/Suite342/2Lands Row/W1J6HL,149,28,sm auction brand new nokia auction today auction free join take part txt nokia hgsuiteland rowwjhl
safe,My sis is catching e show in e afternoon so i'm not watching w her. So c u wan 2 watch today or tmr lor.,104,25,si catch e show e afternoon im watch w c u wan watch today tmr lor
safe,"Sounds gd... Haha... Can... Wah, u yan jiu so fast liao...",58,11,sound gd haha wah u yan jiu fast liao
safe,No. To be nosy I guess. Idk am I over reacting if I'm freaked?,62,14,nosi guess idk react im freak
safe,"Remember all those whom i hurt during days of satanic imposter in me.need to pay a price,so be it.may destiny keep me going and as u said pray that i get the mind to get over the same.",184,38,rememb hurt day satan impost mene pay priceso itmay destini keep go u said pray get mind get
safe,How to Make a girl Happy? It's not at all difficult to make girls happy. U only need to be... 1. A friend 2. Companion 3. Lover 4. Chef . . .  &lt;#&gt; . Good listener  &lt;#&gt; . Organizer  &lt;#&gt; . Good boyfriend  &lt;#&gt; . Very clean  &lt;#&gt; . Sympathetic  &lt;#&gt; . Athletic  &lt;#&gt; . Warm . . .  &lt;#&gt; . Courageous  &lt;#&gt; . Determined  &lt;#&gt; . True  &lt;#&gt; . Dependable  &lt;#&gt; . Intelligent . . .  &lt;#&gt; . Psychologist  &lt;#&gt; . Pest exterminator  &lt;#&gt; . Psychiatrist  &lt;#&gt; . Healer . .  &lt;#&gt; . Stylist  &lt;#&gt; . Driver . . Aaniye pudunga venaam..,611,103,make girl happi difficult make girl happi u need friend companion lover chef ltgt good listen ltgt organ ltgt good boyfriend ltgt clean ltgt sympathet ltgt athlet ltgt warm ltgt courag ltgt determin ltgt true ltgt depend ltgt intellig ltgt psychologist ltgt pest extermin ltgt psychiatrist ltgt healer ltgt stylist ltgt driver aaniy pudunga venaam
safe,"Why is that, princess? I bet the brothas are all chasing you!",61,12,princess bet brotha chase
safe,"I shall book chez jules for half eight, if that's ok with you?",62,13,shall book chez jule half eight that ok
safe,Hhahhaahahah rofl wtf nig was leonardo in your room or something,64,11,hhahhaahahah rofl wtf nig leonardo room someth
safe,"Yep, at derek's house now, see you Sunday &lt;3",47,9,yep derek hous see sunday lt
safe,"It's cool, let me know before it kicks off around  &lt;#&gt; , I'll be out and about all day",92,19,cool let know kick around ltgt ill day
safe,"Sorry, I'll call later",22,4,sorri ill call later
safe,I was wondering if it would be okay for you to call uncle john and let him know that things are not the same in nigeria as they r here. That  &lt;#&gt;  dollars is 2years sent and that you know its a strain but i plan to pay back every dime he gives. Every dime so for me to expect anything from you is not practical. Something like that.,338,69,wonder would okay call uncl john let know thing nigeria r ltgt dollar year sent know strain plan pay back everi dime give everi dime expect anyth practic someth like
safe,There are no other charges after transfer charges and you can withdraw anyhow you like,86,15,charg transfer charg withdraw anyhow like
safe,"Dont search love, let love find U. Thats why its called falling in love, bcoz U dont force yourself, U just fall and U know there is smeone to hold U... BSLVYL",159,32,dont search love let love find u that call fall love bcoz u dont forc u fall u know smeon hold u bslvyl
safe,At 4. Let's go to bill millers,30,7,let go bill miller
safe,I love you. You set my soul on fire. It is not just a spark. But it is a flame. A big rawring flame. XoXo,105,25,love set soul fire spark flame big rawr flame xoxo
safe,"Somewhr someone is surely made 4 u. And God has decided a perfect time to make u meet dat person. . . . till den, . . . . . Enjoy ur crushes..!!!;-)",148,33,somewhr someon sure made u god decid perfect time make u meet dat person till den enjoy ur crush
safe,That's my honeymoon outfit. :),30,5,that honeymoon outfit
safe,Will it help if we propose going back again tomorrow,52,10,help propos go back tomorrow
spam,PRIVATE! Your 2003 Account Statement for shows 800 un-redeemed S. I. M. points. Call 08719899230 Identifier Code: 41685 Expires 07/11/04,136,20,privat account statement show unredeem point call identifi code expir
safe,Never blame a day in ur life. Good days give u happiness. Bad days give u experience. Both are essential in life! All are Gods blessings! good morning.:,152,28,never blame day ur life good day give u happi bad day give u experi essenti life god bless good morn
safe,Pls confirm the time to collect the cheque.,43,8,pl confirm time collect chequ
spam,As a Registered Subscriber yr draw 4 a å£100 gift voucher will b entered on receipt of a correct ans. When are the next olympics. Txt ans to 80062,146,29,regist subscrib yr draw gift voucher b enter receipt correct an next olymp txt an
spam,URGENT! Your Mobile number has been awarded with a å£2000 prize GUARANTEED. Call 09061790121 from land line. Claim 3030. Valid 12hrs only 150ppm,144,23,urgent mobil number award prize guarante call land line claim valid hr ppm
safe,Daddy will take good care of you :),35,8,daddi take good care
safe,"Yeah probably, I still gotta check out with leo",47,9,yeah probabl still gotta check leo
safe,K.then any other special?,25,4,kthen special
safe,Carlos is taking his sweet time as usual so let me know when you and patty are done/want to smoke and I'll tell him to haul ass,127,27,carlo take sweet time usual let know patti donew smoke ill tell haul ass
safe,Ok pa. Nothing problem:-),25,4,ok pa noth problem
safe,Have you heard about that job? I'm going to that wildlife talk again tonight if u want2come. Its that2worzels and a wizzle or whatever it is?! ,143,26,heard job im go wildlif talk tonight u wantcom thatworzel wizzl whatev
safe,"God picked up a flower and dippeditinaDEW, lovingly touched itwhichturnedinto u, and the he gifted tomeandsaid,THIS FRIEND IS 4U",128,19,god pick flower dippeditinadew lovingli touch itwhichturnedinto u gift tomeandsaidthi friend u
safe,When you came to hostel.,24,5,came hostel
safe,Ok no prob... I'll come after lunch then...,43,8,ok prob ill come lunch
safe,Jus telling u dat i'll b leaving 4 shanghai on 21st instead so we'll haf more time 2 meet up cya...,99,21,ju tell u dat ill b leav shanghai st instead well haf time meet cya
safe,Are your freezing ? Are you home yet ? Will you remember to kiss your mom in the morning? Do you love me ? Do you think of me ? Are you missing me yet ?,152,36,freez home yet rememb kiss mom morn love think miss yet
safe,You all ready for * big day tomorrow?,37,8,readi big day tomorrow
safe,I'll probably be around mu a lot,32,7,ill probabl around mu lot
safe,645,3,1,
spam,RT-KIng Pro Video Club>> Need help? info@ringtoneking.co.uk or call 08701237397 You must be 16+ Club credits redeemable at www.ringtoneking.co.uk! Enjoy!,153,20,rtking pro video club need help inforingtonekingcouk call must club credit redeem wwwringtonekingcouk enjoy
safe,Thnx dude. u guys out 2nite?,28,6,thnx dude u guy nite
safe,Me sef dey laugh you. Meanwhile how's my darling anjie!,55,10,sef dey laugh meanwhil how darl anji
safe,Mm i had my food da from out,28,8,mm food da
safe,"K, makes sense, btw carlos is being difficult so you guys are gonna smoke while I go pick up the second batch and get gas",121,25,k make sens btw carlo difficult guy gonna smoke go pick second batch get ga
safe,Did u download the fring app?,29,6,u download fring app
safe,The 2 oz guy is being kinda flaky but one friend is interested in picking up $ &lt;#&gt;  worth tonight if possible,115,22,oz guy kinda flaki one friend interest pick ltgt worth tonight possibl
safe,Friends that u can stay on fb chat with,39,9,friend u stay fb chat
